"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Die Konjunkturlage"," "," ","13"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen"," ","13"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","I. Kein konjunktureller Durchbruch","13"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","Anhaltend differenzierte Konjunkturentwicklung","13"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","Arbeitslosigkeit noch unvermindert","30"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","Welthandel ohne Schwung","33"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","II. Mühsamer Erholungsprozess in Europa","34"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","Zahlungsbilanzungleichgewichte abgebaut","34"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","Geld- und Finanzpolitik vorsichtig expansiv","38"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978"," ","39"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","I. Überblick","39"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","II. Verzögerter Aufschwung","41"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Fortbestehende Angebotsprobleme","41"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Unternehmen noch zögernd","50"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Hohe Ausgabeneigung der privaten Haushalte","54"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Kräftige Ausweitung der staatlichen Nachfrage","55"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Verschärfte Konkurrenz aus dem Ausland","56"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Kaum Zunahme der Beschäftigung","57"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","III. Bauwirtschaft vor neuem Boom?","60"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","IV. Zunehmende Differenzierung am Arbeitsmarkt","64"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Änderungen in der Struktur der Arbeitslosigkeit","64"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Teilweise Arbeitskräftemangel","69"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Arbeitsmarktpolitische Maßnahmen","72"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","V. Beschleunigter Anstieg der Realeinkommen","73"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Wenig veränderte Verteilungsrelationen","73"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Steuerliche Entlastung der Markteinkommen","76"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Geringerer Anstieg der Transfereinkommen","76"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Verstärkter Anstieg des verfügbaren Einkommens","77"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","VI. Geldpolitik: Mengenziel weit übertroffen","78"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Hohe Nachfrage nach Geld","83"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Zahlungsbilanz im Zeichen der Nachfrage nach D-Mark","90"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","VII. Verminderte Wettbewerbsfähigkeit?","92"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","VIII. Finanzpolitik: Nachfragestützend","96"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Deutlich aufgestockte Ausgabenpläne","98"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Nur geringer Rückgang der Steuerquote","103"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Öffentliche Haushalte im Zeichen des Kurswechsels","105"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","Sozialversicherungen: Konsolidierung eingeleitet","107"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1978","IX. Zur Entwicklung der Abgabenbelastung","112"
"Zweites Kapitel: Die voraussichtliche Entwicklung"," "," ","122"
"Zweites Kapitel: Die voraussichtliche Entwicklung","I. Die wirtschaftspolitischen Rahmenbedingungen"," ","122"
