"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"KurzfassungVersäumnisse angehen, entschlossen modernisieren"," "," ","1"
"1. Konjunktur springt noch immer nicht an"," "," ","3"
"2. Zukunftsorientierung der öffentlichen Finanzen stärken"," "," ","4"
"3. Chancen der Digitalisierung im Finanzsystem nutzen"," "," ","7"
"4. Wohnraumangebot ausweiten – soziale Härten imBlick behalten"," "," ","8"
"5. Güterverkehr dekarbonisieren – Verkehrsinfrastrukturertüchtigen"," "," ","11"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus"," "," ","14"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","I. Kurzfassung"," ","16"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","II. Internationale Konjunktur"," ","19"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","II. Internationale Konjunktur","1. Weltwirtschaft auf moderatem Expansionskurs","20"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","II. Internationale Konjunktur","2. Inflation: Dienstleistungen bremsen Rückgang","25"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","II. Internationale Konjunktur","3. Chancen und Risiken: Konflikte und US-Wirtschaftspolitik","28"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","III. Euro-Raum"," ","29"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","III. Euro-Raum","1. Realwirtschaft gewinnt leicht an Schwung","29"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","III. Euro-Raum","2. Allmähliche Rückkehr zum Inflationsziel","37"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","III. Euro-Raum","3. Chancen und Risiken: Wirtschaftspolitik und Inflation","42"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","IV. Deutschland"," ","43"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","IV. Deutschland","1. Industrieschwäche belastet Konjunktur","44"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","IV. Deutschland"," Konsumausgaben","51"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","IV. Deutschland"," Investitionen","53"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","IV. Deutschland"," Außenhandel","55"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","IV. Deutschland","2. Inflation wieder auf Kurs","59"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","IV. Deutschland","3. Wirtschaftliche Schwächephase belastet Arbeitsmarkt","61"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","IV. Deutschland","4. Fiskalpolitik: Schwierige Konsolidierung nach den Krisen","65"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","IV. Deutschland","5. Chancen und Risiken: Vertiefung der Industrieschwäche und sinkendeSparquote","67"
"Erstes KapitelAufschwung bleibt trotz besserer Weltkonjunktur aus","IV. Deutschland","6. Totale Faktorproduktivität nimmt kaum zu – mittelfristigeWachstumsaussichten bleiben verhalten","70"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken"," "," ","82"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","I. Einleitung"," ","84"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","II. Ausgangslage: Zukunftsorientierte Ausgaben"," ","86"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","II. Ausgangslage: Zukunftsorientierte Ausgaben","1. Identifizierung und staatliche Zuständigkeit","86"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","II. Ausgangslage: Zukunftsorientierte Ausgaben","2. Entwicklung","89"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","II. Ausgangslage: Zukunftsorientierte Ausgaben"," Öffentliche Investitionen","89"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","II. Ausgangslage: Zukunftsorientierte Ausgaben"," Verkehrsinfrastruktur, Bildung und Verteidigung","92"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","II. Ausgangslage: Zukunftsorientierte Ausgaben"," Quantifizierung der Bedarfe","98"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","II. Ausgangslage: Zukunftsorientierte Ausgaben","3. Gesamtwirtschaftliche Wirkung","100"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","III. Herausforderungen"," ","104"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","III. Herausforderungen","1. Polit-ökonomische Probleme","104"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","III. Herausforderungen","2. Enger werdende fiskalische Spielräume","105"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","III. Herausforderungen","3. Wirkung von Fiskalregeln","111"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","III. Herausforderungen","4. Bürokratische Hindernisse und fehlende Kapazitäten","114"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","IV. Handlungsoptionen: Zukunftsorientierte öffentliche Ausgaben steigern undverstetigen"," ","117"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","IV. Handlungsoptionen: Zukunftsorientierte öffentliche Ausgaben steigern undverstetigen","1. Entscheidungsgrundlage für öffentliche Ausgaben verbessern","117"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","IV. Handlungsoptionen: Zukunftsorientierte öffentliche Ausgaben steigern undverstetigen","2. Verbindlichkeit erhöhen","118"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","IV. Handlungsoptionen: Zukunftsorientierte öffentliche Ausgaben steigern undverstetigen"," Mindestquoten","119"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","IV. Handlungsoptionen: Zukunftsorientierte öffentliche Ausgaben steigern undverstetigen"," Sondervermögen oder Investitionsfonds","120"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","IV. Handlungsoptionen: Zukunftsorientierte öffentliche Ausgaben steigern undverstetigen"," Öffentliche Unternehmen","124"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","IV. Handlungsoptionen: Zukunftsorientierte öffentliche Ausgaben steigern undverstetigen"," Goldene Regel","127"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","IV. Handlungsoptionen: Zukunftsorientierte öffentliche Ausgaben steigern undverstetigen","3. Fiskalische Spielräume erweitern","130"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","IV. Handlungsoptionen: Zukunftsorientierte öffentliche Ausgaben steigern undverstetigen"," Evaluierung bestehender Ausgaben","130"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","IV. Handlungsoptionen: Zukunftsorientierte öffentliche Ausgaben steigern undverstetigen"," Stabilitätsorientierte Reform der Schuldenbremse","131"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","V. Fazit"," ","133"
"Zweites KapitelZukunftsorientierung der öffentlichen Finanzen stärken","Eine andere Meinung"," ","136"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern"," "," ","156"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","I. Einleitung"," ","158"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","II. Digitaler Wandel: Neue Akteure mischen den Finanzmarkt auf"," ","160"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","II. Digitaler Wandel: Neue Akteure mischen den Finanzmarkt auf","1. FinTechs – mal Freund, mal Feind der Etablierten","160"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","II. Digitaler Wandel: Neue Akteure mischen den Finanzmarkt auf","2. BigTechs – übernehmen Tech-Konzerne auch die Finanzbranche?","164"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","II. Digitaler Wandel: Neue Akteure mischen den Finanzmarkt auf","3. Zentralbanken – ein neuer Wettbewerber mit digitaler Währung?","166"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","II. Digitaler Wandel: Neue Akteure mischen den Finanzmarkt auf"," Digitale Zentralbankwährung","166"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","II. Digitaler Wandel: Neue Akteure mischen den Finanzmarkt auf"," Der digitale Euro","170"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","III. Chancen: Digitale Innovation im Finanzsektor"," ","171"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","III. Chancen: Digitale Innovation im Finanzsektor","1. Status quo: Kostensituation und Digitalisierung im Finanzsektor","171"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","III. Chancen: Digitale Innovation im Finanzsektor"," Wie viel zahlen Nutzerinnen und Nutzer für Finanzdienstleistungenin Deutschland?","172"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","III. Chancen: Digitale Innovation im Finanzsektor"," Digitalisierung des Finanzsektors","177"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","III. Chancen: Digitale Innovation im Finanzsektor"," Deutscher Bankenmarkt: geringe Konzentration, niedrige Profitabilität","180"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","III. Chancen: Digitale Innovation im Finanzsektor","2. Digitale Innovation durch neue Akteure: FinTechs und BigTechs","181"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","III. Chancen: Digitale Innovation im Finanzsektor"," Prozessinnovationen","182"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","III. Chancen: Digitale Innovation im Finanzsektor"," Produktinnovationen","183"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","III. Chancen: Digitale Innovation im Finanzsektor"," Finanzielle Inklusion","185"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","III. Chancen: Digitale Innovation im Finanzsektor"," Markteintritt von FinTechs und BigTechs","186"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","III. Chancen: Digitale Innovation im Finanzsektor","3. Der ökonomische Mehrwert des digitalen Euro","187"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","III. Chancen: Digitale Innovation im Finanzsektor"," Geldpolitik und der Bedeutungsverlust von Bargeld","187"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","III. Chancen: Digitale Innovation im Finanzsektor"," Verbesserungen im Zahlungsverkehr","188"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","III. Chancen: Digitale Innovation im Finanzsektor"," Schutz der Privatsphäre","192"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","III. Chancen: Digitale Innovation im Finanzsektor"," Strategische Autonomie","192"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","III. Chancen: Digitale Innovation im Finanzsektor"," Perspektiven für Wholesale CBDC","193"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","IV. Risiken für die Finanzstabilität, neue Herausforderungen für die Regulierung"," ","194"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","IV. Risiken für die Finanzstabilität, neue Herausforderungen für die Regulierung","1. Regulierung der FinTechs und der Finanzdienstleistungen von BigTechs","194"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","IV. Risiken für die Finanzstabilität, neue Herausforderungen für die Regulierung"," Regulatorische Anforderungen vom Geschäftsmodell abhängig","195"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","IV. Risiken für die Finanzstabilität, neue Herausforderungen für die Regulierung"," Innovationen durch angemessene Fin-Tech-Regulierung zulassen","196"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","IV. Risiken für die Finanzstabilität, neue Herausforderungen für die Regulierung"," Hinkt die Regulierung von BigTechs den Risiken hinterher?","197"
