"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen"," "," ","8"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","I. Vor wichtigen wirtschaftspolitischen Weichenstellungen"," ","9"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","I. Vor wichtigen wirtschaftspolitischen Weichenstellungen"," Globaler Multilateralismus und europäische Integration","9"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","I. Vor wichtigen wirtschaftspolitischen Weichenstellungen"," Demografischer Wandel und Digitalisierung","10"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","II. Globalisierung: Protektionismus verhindern, multilateral handeln"," ","11"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","II. Globalisierung: Protektionismus verhindern, multilateral handeln","1. Weitere Liberalisierung statt Protektionismus","11"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","II. Globalisierung: Protektionismus verhindern, multilateral handeln","2. Den internationalen Steuerwettbewerb annehmen","18"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","II. Globalisierung: Protektionismus verhindern, multilateral handeln","3. Effizienter Klimaschutz durch marktbasierte Lösungen","20"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","III. Europa: Brexit abfedern, EU und Euro-Raum stärken"," ","25"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","III. Europa: Brexit abfedern, EU und Euro-Raum stärken","1. Verwerfungen durch den Brexit abwenden","25"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","III. Europa: Brexit abfedern, EU und Euro-Raum stärken"," „No Brexit“, statt „No deal“","26"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","III. Europa: Brexit abfedern, EU und Euro-Raum stärken"," Umfangreiches Freihandelsabkommen als Minimallösung","29"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","III. Europa: Brexit abfedern, EU und Euro-Raum stärken","2. Die EU auf ihren Mehrwert fokussieren","31"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","III. Europa: Brexit abfedern, EU und Euro-Raum stärken"," Stärkung des Subsidiaritätsprinzips","31"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","III. Europa: Brexit abfedern, EU und Euro-Raum stärken"," Kohäsions- und Strukturfonds effektiver einsetzen","34"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","III. Europa: Brexit abfedern, EU und Euro-Raum stärken","3. Stabilität für den Euro-Raum","35"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","III. Europa: Brexit abfedern, EU und Euro-Raum stärken"," Fiskal- und Geldpolitik: Spielräume für Krisenzeiten schaffen","36"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","III. Europa: Brexit abfedern, EU und Euro-Raum stärken"," Stabilisierung im Euro-Raum","40"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","III. Europa: Brexit abfedern, EU und Euro-Raum stärken"," Europäische Banken- und Kapitalmarktunion vorantreiben","44"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","IV. Demografischer Wandel: Dringender Handlungsbedarf"," ","47"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","IV. Demografischer Wandel: Dringender Handlungsbedarf","1. Erwerbsmigration gegen Fachkräfteengpässe","48"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","IV. Demografischer Wandel: Dringender Handlungsbedarf"," Arbeitskräftepotenzial nutzen und erhöhen","48"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","IV. Demografischer Wandel: Dringender Handlungsbedarf"," Zuwanderung von Fachkräften weiter vorantreiben","50"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","IV. Demografischer Wandel: Dringender Handlungsbedarf","2. Demografiefeste Alterssicherung vorsehen","53"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","IV. Demografischer Wandel: Dringender Handlungsbedarf","3. Wohnimmobilien und Eigentumserwerb","56"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","IV. Demografischer Wandel: Dringender Handlungsbedarf"," Angebot von Wohnimmobilien ausweiten","56"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","IV. Demografischer Wandel: Dringender Handlungsbedarf"," Private Vermögensbildung flexibilisieren","58"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","IV. Demografischer Wandel: Dringender Handlungsbedarf","4. Stärkung des Wettbewerbs im Gesundheitswesen","60"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","V. Digitalisierung: Rahmenbedingungen schaffen, Chancen ergreifen"," ","62"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","V. Digitalisierung: Rahmenbedingungen schaffen, Chancen ergreifen","1. Wohlfahrtssteigernder technologischer Fortschritt","63"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","V. Digitalisierung: Rahmenbedingungen schaffen, Chancen ergreifen","2. Moderne digitale Infrastruktur und Verwaltung","68"
"Erstes Kapitel:Vor wichtigen wirtschaftspolitischen Weichenstellungen","V. Digitalisierung: Rahmenbedingungen schaffen, Chancen ergreifen","3. Zurückhaltung bei industriepolitischen Eingriffen","72"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken"," "," ","94"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","I. Weltwirtschaft: Aufschwung hält an – Risiken sind hoch"," ","96"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","I. Weltwirtschaft: Aufschwung hält an – Risiken sind hoch","1. Überblick","96"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","I. Weltwirtschaft: Aufschwung hält an – Risiken sind hoch"," Aufschwung der Weltwirtschaft hält noch an","98"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","I. Weltwirtschaft: Aufschwung hält an – Risiken sind hoch"," Wirtschaftliche Stabilität der Schwellenländer","100"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","I. Weltwirtschaft: Aufschwung hält an – Risiken sind hoch","2. Chancen und Risiken","103"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","I. Weltwirtschaft: Aufschwung hält an – Risiken sind hoch","3. Ausblick","105"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","II. Konjunktur außerhalb des Euro-Raums"," ","107"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","II. Konjunktur außerhalb des Euro-Raums","1. Vereinigte Staaten: Aufschwung schreitet weiter fort","107"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","II. Konjunktur außerhalb des Euro-Raums","2. China: Handelsstreit verschärft Zielkonflikte","110"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","II. Konjunktur außerhalb des Euro-Raums","3. Japan: Kapazitäten zunehmend ausgelastet","112"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","II. Konjunktur außerhalb des Euro-Raums","4. Vereinigtes Königreich: Damoklesschwert Brexit","114"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","III. Euro-Raum: Weniger schwungvoll als im Vorjahr"," ","116"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","III. Euro-Raum: Weniger schwungvoll als im Vorjahr","1. Konjunkturelle Lage","117"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","III. Euro-Raum: Weniger schwungvoll als im Vorjahr"," Geringere Impulse vom Außenhandel","117"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","III. Euro-Raum: Weniger schwungvoll als im Vorjahr"," Geld- und Fiskalpolitik weiter expansiv","119"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","III. Euro-Raum: Weniger schwungvoll als im Vorjahr","2. Aufschwung im Euro-Raum fortgeschritten","121"
"Zweites Kapitel:Internationale Konjunktur: NachlassendesExpansionstempo bei hohen Risiken","III. Euro-Raum: Weniger schwungvoll als im Vorjahr"," Überauslastung möglicherweise größer als gedacht","121"
