"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Wachstum, Beschäftigung, Währungsunion -Orientierungen für die Zukunft"," "," ","1"
"Erstes Kapitel: Wachstum, Beschäftigung, Währungsunion -Orientierungen für die Zukunft","I. Trotz Exportboom keine durchgreifende Wende am Arbeitsmarkt"," ","1"
"Erstes Kapitel: Wachstum, Beschäftigung, Währungsunion -Orientierungen für die Zukunft","II. Dringend: Die Verbesserung der Angebotsbedingungen"," ","5"
"Erstes Kapitel: Wachstum, Beschäftigung, Währungsunion -Orientierungen für die Zukunft","II. Dringend: Die Verbesserung der Angebotsbedingungen","Angebotsorientierte Wirtschaftspolitik: Worum es geht und was zu tun ist","5"
"Erstes Kapitel: Wachstum, Beschäftigung, Währungsunion -Orientierungen für die Zukunft","II. Dringend: Die Verbesserung der Angebotsbedingungen","Die Glaubwürdigkeit der Finanzpolitik wiedergewinnen","7"
"Erstes Kapitel: Wachstum, Beschäftigung, Währungsunion -Orientierungen für die Zukunft","II. Dringend: Die Verbesserung der Angebotsbedingungen","In der Lohnpolitik die Verantwortung für mehr Beschäftigung weiterhin annehmen","8"
"Erstes Kapitel: Wachstum, Beschäftigung, Währungsunion -Orientierungen für die Zukunft","II. Dringend: Die Verbesserung der Angebotsbedingungen","Geldpolitik: Bei der Erfüllung des Stabilitätsauftrags nicht nachlassen","10"
"Erstes Kapitel: Wachstum, Beschäftigung, Währungsunion -Orientierungen für die Zukunft","III. Europa: Ein solides Fundament für die Zukunft schaffen"," ","11"
"Erstes Kapitel: Wachstum, Beschäftigung, Währungsunion -Orientierungen für die Zukunft","III. Europa: Ein solides Fundament für die Zukunft schaffen","Europäische Währungsunion: Für glaubwürdige Stabilitätsorientierung","11"
"Erstes Kapitel: Wachstum, Beschäftigung, Währungsunion -Orientierungen für die Zukunft","III. Europa: Ein solides Fundament für die Zukunft schaffen","Osterweiterung: Chancen für eine tragfähige Entwicklung eröffnen","12"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 1997"," "," ","14"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 1997","I. Weltwirtschaftliches Umfeld günstig"," ","14"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 1997","I. Weltwirtschaftliches Umfeld günstig","1. Die Entwicklung in Amerika und Asien","14"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 1997","I. Weltwirtschaftliches Umfeld günstig","Hohes Expansionstempo in den Vereinigten Staaten Lateinamerikas Volkswirtschaften wachsen kräftig","14"
