"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Die wirtschaftliche Lage"," "," ","31"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen"," ","31"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","1. Überblick","31"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","11. Weltwirtschaft im Zeichen konjunktureller Schwäche in Europa","36"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Dominanz der Abschwungskräfte in Westeuropa","36"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Verhaltener Aufschwung in den USA, fortgesetzte Nachfrageschwäche in Japan","42"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Wirtschaftliche Dynamik in Schwellenländern und in China ungebrochen","43"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","IU. Bedrückende Arbeitsmarktprobleme in den Industrieländern","44"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","IV. Veränderte Schwerpunkte in der Wirtschaftspolitik","46"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","V. Unbefriedigender Fortgang der GATT-Verhandlungen","47"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","V1. Mittel- und Osteuropa: Erste Erfolge bei entschlossenem Reformkurs","49"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik Deutschland"," ","63"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik Deutschland","1. Die deutsche Wirtschaft im Jahre 1993","63"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik Deutschland","II. Westdeutschland: Scharfe Rezession klingt ab","68"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik Deutschland","Abschwung stärker als erwartet","68"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik Deutschland","Warenexport: Allmähliche Besserung nach scharfem Rückgang","74"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik Deutschland","Rückläufige Realeinkommen verursachen Absinken des Privaten Verbrauchs","75"
