"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes KapitelKonjunkturerholung verzögert sich"," "," ","14"
"Erstes KapitelKonjunkturerholung verzögert sich","I. Kurzfassung"," ","16"
"Erstes KapitelKonjunkturerholung verzögert sich","II. Internationale Konjunktur"," ","19"
"Erstes KapitelKonjunkturerholung verzögert sich","II. Internationale Konjunktur","1. Gedämpfte Weltkonjunktur","19"
"Erstes KapitelKonjunkturerholung verzögert sich","II. Internationale Konjunktur","2. Rohstoffpreise und Geldpolitik lassen Inflation sinken","26"
"Erstes KapitelKonjunkturerholung verzögert sich","II. Internationale Konjunktur"," Rohstoffpreise entwickeln sich uneinheitlich","27"
"Erstes KapitelKonjunkturerholung verzögert sich","II. Internationale Konjunktur"," Geldpolitik bleibt restriktiv","30"
"Erstes KapitelKonjunkturerholung verzögert sich","II. Internationale Konjunktur","3. Chancen und Risiken: China und Geopolitik","32"
"Erstes KapitelKonjunkturerholung verzögert sich","III. Euro-Raum"," ","33"
"Erstes KapitelKonjunkturerholung verzögert sich","III. Euro-Raum","1. Geringes Wachstum auch im Euro-Raum","33"
"Erstes KapitelKonjunkturerholung verzögert sich","III. Euro-Raum","2. Inflation sinkt weiter Richtung Zielwert","39"
"Erstes KapitelKonjunkturerholung verzögert sich","III. Euro-Raum","3. Chancen und Risiken: Inflationsentwicklung und geldpolitische Wirkung","48"
"Erstes KapitelKonjunkturerholung verzögert sich","IV. Deutsche Konjunktur"," ","49"
"Erstes KapitelKonjunkturerholung verzögert sich","IV. Deutsche Konjunktur","1. Gebremste Erholung","49"
"Erstes KapitelKonjunkturerholung verzögert sich","IV. Deutsche Konjunktur"," Konsumausgaben","53"
"Erstes KapitelKonjunkturerholung verzögert sich","IV. Deutsche Konjunktur"," Investitionen","55"
"Erstes KapitelKonjunkturerholung verzögert sich","IV. Deutsche Konjunktur"," Außenhandel","56"
"Erstes KapitelKonjunkturerholung verzögert sich","IV. Deutsche Konjunktur","2. Inflation geht zurück, Kernrate bleibt aber erhöht","59"
"Erstes KapitelKonjunkturerholung verzögert sich","IV. Deutsche Konjunktur","3. Chancen und Risiken: Privater Konsum und Weltkonjunktur","63"
"Erstes KapitelKonjunkturerholung verzögert sich","IV. Deutsche Konjunktur","4. Engpässe prägen weiterhin den Arbeitsmarkt","63"
"Erstes KapitelKonjunkturerholung verzögert sich","IV. Deutsche Konjunktur","5. Öffentliche Finanzen unter Einhaltung der Schuldenbremse","67"
"Erstes KapitelKonjunkturerholung verzögert sich","IV. Deutsche Konjunktur","6. Arbeitsvolumen reduziert Potenzialwachstum","73"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken"," "," ","86"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","I. Einleitung"," ","88"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","II. Ausgangslage: Das Produktionspotenzial Deutschlands"," ","90"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","II. Ausgangslage: Das Produktionspotenzial Deutschlands","1. Potenzialwachstum seit 1970 rückläufig","90"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","II. Ausgangslage: Das Produktionspotenzial Deutschlands","2. Das Produktionspotenzial im internationalen Vergleich","95"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","II. Ausgangslage: Das Produktionspotenzial Deutschlands","3. Investitionen im internationalen Vergleich","99"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","II. Ausgangslage: Das Produktionspotenzial Deutschlands","4. Ausländische Direktinvestitionen","100"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","III. Ausblick: Das Produktionspotenzial in der langen Frist"," ","103"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","III. Ausblick: Das Produktionspotenzial in der langen Frist","1. Geringes Potenzialwachstum im Referenzszenario","104"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","III. Ausblick: Das Produktionspotenzial in der langen Frist"," Kapitaleinsatz gewinnt für Potenzialwachstum an Relevanz","105"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","III. Ausblick: Das Produktionspotenzial in der langen Frist"," Rückläufiges Arbeitsvolumen dämpft Potenzialwachstum","106"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","III. Ausblick: Das Produktionspotenzial in der langen Frist","2. Kapitaleinsatz in der Transformation","107"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","III. Ausblick: Das Produktionspotenzial in der langen Frist"," Dekarbonisierung der energieintensiven Industrie","108"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","III. Ausblick: Das Produktionspotenzial in der langen Frist"," Auswirkungen steuerlicher Investitionsförderung","113"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","III. Ausblick: Das Produktionspotenzial in der langen Frist","3. Chancen und Risiken bei der Entwicklung des Arbeitsvolumens","114"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","III. Ausblick: Das Produktionspotenzial in der langen Frist","4. Produktivitätsgewinne durch Nutzung von Künstlicher Intelligenz möglich","115"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","IV. Kapital- und Arbeitseinsatz in den Wirtschaftsbereichen"," ","119"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","IV. Kapital- und Arbeitseinsatz in den Wirtschaftsbereichen","1. Kapitaleinsatz auf Sektorebene heterogen","119"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","IV. Kapital- und Arbeitseinsatz in den Wirtschaftsbereichen","2. Substitution von Arbeit durch Kapital kann sinkendes Arbeitsvolumen kompensieren","122"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","IV. Kapital- und Arbeitseinsatz in den Wirtschaftsbereichen"," Substitution von Arbeit durch Kapital","123"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","IV. Kapital- und Arbeitseinsatz in den Wirtschaftsbereichen"," Reallokation von Arbeitskräften zwischen Wirtschaftszweigen kann Substitution erleichtern","125"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","V. Produktivitätssteigerung durch Investitionen im Verarbeitenden Gewerbe"," ","126"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","V. Produktivitätssteigerung durch Investitionen im Verarbeitenden Gewerbe","1. Kapitalgebundener technischer Fortschritt erhöht TFP-Wachstum","126"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","V. Produktivitätssteigerung durch Investitionen im Verarbeitenden Gewerbe","2. Verbesserung der Allokationseffizienz kann Produktivität steigern","130"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","V. Produktivitätssteigerung durch Investitionen im Verarbeitenden Gewerbe","3. Investitionen erfordern Finanzierung","134"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","VI. Potenzialwachstum gezielt erhöhen"," ","136"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","VI. Potenzialwachstum gezielt erhöhen","1. Produktivitätsgewinne realisieren","136"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","VI. Potenzialwachstum gezielt erhöhen","2. Rückgang des Arbeitsvolumens verlangsamen","138"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","VI. Potenzialwachstum gezielt erhöhen","3. Investitionsanreize verbessern und Diversifizierung unterstützen","139"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","VI. Potenzialwachstum gezielt erhöhen"," Investitionstätigkeit durch effiziente Verwaltung erleichtern","139"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","VI. Potenzialwachstum gezielt erhöhen"," Steuerpolitik","140"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","VI. Potenzialwachstum gezielt erhöhen"," Energiepolitik kann Investitionen zur Dekarbonisierung erleichtern","141"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","VI. Potenzialwachstum gezielt erhöhen"," Geopolitik: Internationale Kooperationen erleichtern Importsubstitution","142"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","Anhang"," ","143"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","Anhang","1. Erläuterung zu Analysen","143"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","Anhang"," Berechnungen zur Dekarbonisierung","143"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","Anhang"," Schätzungen von Substitutionselastizitäten","143"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","Anhang"," Kapitalgebundener technischer Fortschritt","145"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","Anhang"," Faktorfehlallokation, TFP und Investitionen","146"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","Anhang"," Investitionsfinanzierung und Kapitalstruktur","147"
"Zweites KapitelPotenzialwachstum durch Investitionen stärken","Anhang","2. Weitere Tabellen und Abbildungen","148"
"Drittes KapitelKapitalmarkt in Deutschland und der EU: Potenziale besser nutzen"," "," ","158"
"Drittes KapitelKapitalmarkt in Deutschland und der EU: Potenziale besser nutzen","I. Überblick und Motivation"," ","160"
"Drittes KapitelKapitalmarkt in Deutschland und der EU: Potenziale besser nutzen","I. Überblick und Motivation"," Kapitalmärkte in Europa: Fragmentiert und schwach entwickelt","161"
"Drittes KapitelKapitalmarkt in Deutschland und der EU: Potenziale besser nutzen","II. Ziele: Warum gut entwickelte Kapitalmärkte wichtig sind"," ","165"
"Drittes KapitelKapitalmarkt in Deutschland und der EU: Potenziale besser nutzen","II. Ziele: Warum gut entwickelte Kapitalmärkte wichtig sind","1. Wachstum fördern durch Reallokation und Innovation","165"
"Drittes KapitelKapitalmarkt in Deutschland und der EU: Potenziale besser nutzen","II. Ziele: Warum gut entwickelte Kapitalmärkte wichtig sind"," Kapitalmarktentwicklung, Wachstum und Produktivität","165"
"Drittes KapitelKapitalmarkt in Deutschland und der EU: Potenziale besser nutzen","II. Ziele: Warum gut entwickelte Kapitalmärkte wichtig sind"," Zentrale Wirkungsmechanismen: Reallokation und Innovation","169"
"Drittes KapitelKapitalmarkt in Deutschland und der EU: Potenziale besser nutzen","II. Ziele: Warum gut entwickelte Kapitalmärkte wichtig sind","2. Diversifikation von Risiken verbessern","170"
"Drittes KapitelKapitalmarkt in Deutschland und der EU: Potenziale besser nutzen","II. Ziele: Warum gut entwickelte Kapitalmärkte wichtig sind","3. Kapitalmärkte können Investitionsfinanzierung fördern","171"
"Drittes KapitelKapitalmarkt in Deutschland und der EU: Potenziale besser nutzen","III. Ausgangslage: Kapitalmärkte in Europa"," ","174"
"Drittes KapitelKapitalmarkt in Deutschland und der EU: Potenziale besser nutzen","III. Ausgangslage: Kapitalmärkte in Europa","1. Unternehmensfinanzierung stark von Banken abhängig","174"
"Drittes KapitelKapitalmarkt in Deutschland und der EU: Potenziale besser nutzen","III. Ausgangslage: Kapitalmärkte in Europa"," Verbriefungen spielen eine geringe Rolle in der Bankfinanzierung","178"
"Drittes KapitelKapitalmarkt in Deutschland und der EU: Potenziale besser nutzen","III. Ausgangslage: Kapitalmärkte in Europa"," Wagniskapital gestiegen, aber hoher Anteil ausländischer Investoren","182"
"Drittes KapitelKapitalmarkt in Deutschland und der EU: Potenziale besser nutzen","III. Ausgangslage: Kapitalmärkte in Europa","2. Institutionelle Anleger von geringer Bedeutung","186"
