"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Die wirtschaftliche Lage"," "," ","23"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Die Weltwirtschaft im Jahre 1989"," ","23"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Die Weltwirtschaft im Jahre 1989","I. Investitionsgetragenes Wachstum","23"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Die Weltwirtschaft im Jahre 1989","II. Beschleunigter Preisanstieg in den Industrieländern","30"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Die Weltwirtschaft im Jahre 1989","III. Veränderte Wechselkurserwartungen","33"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Die Weltwirtschaft im Jahre 1989","IV. Einseitige Aufgabenverteilung in der Wirtschaftspolitik","34"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Die Weltwirtschaft im Jahre 1989","V. Ein ungelöstes Problem: Die internationale Verschuldungskrise","35"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Die Weltwirtschaft im Jahre 1989","VI. Bilateralismus in der Handelspolitik","38"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Die Weltwirtschaft im Jahre 1989","VII. Integrationsbemühungen der Europäischen Gemeinschaften intensiviert","39"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik"," ","51"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik","I. Überblick","51"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik","II. Anhaltend hohe Nachfragedynamik","53"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik","Erneut Schub von der Ausfuhr und den Investitionen","53"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik","Belebung im Wohnungsbau hält an","56"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik","Geringe Impulse vom Privaten Verbrauch und der Staatsnachfrage","57"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik","III. Weniger Spielraum für mehr Produktion","58"
