"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Zur Konjunkturlage"," "," ","1"
"Erstes Kapitel: Zur Konjunkturlage","I. Überblick"," ","1"
"Erstes Kapitel: Zur Konjunkturlage","II. Investitionen"," ","8"
"Erstes Kapitel: Zur Konjunkturlage","II. Investitionen","Ausrüstungsinvestitionen","8"
"Erstes Kapitel: Zur Konjunkturlage","II. Investitionen","Bauinvestitionen","13"
"Erstes Kapitel: Zur Konjunkturlage","III. Außenwirtschaft"," ","21"
"Erstes Kapitel: Zur Konjunkturlage","III. Außenwirtschaft","Entwicklung der Ausfuhr","24"
"Erstes Kapitel: Zur Konjunkturlage","III. Außenwirtschaft","Entwicklung der Einfuhr","30"
"Erstes Kapitel: Zur Konjunkturlage","III. Außenwirtschaft","Wettbewerbsposition und Preise","34"
"Erstes Kapitel: Zur Konjunkturlage","III. Außenwirtschaft","Zahlungsbilanz","38"
"Erstes Kapitel: Zur Konjunkturlage","IV. Produktionskapazität und Produktion"," ","40"
"Erstes Kapitel: Zur Konjunkturlage","IV. Produktionskapazität und Produktion","Arbeitsmarkt","40"
"Erstes Kapitel: Zur Konjunkturlage","IV. Produktionskapazität und Produktion","Produktivität","48"
"Erstes Kapitel: Zur Konjunkturlage","IV. Produktionskapazität und Produktion","Produktion","53"
"Erstes Kapitel: Zur Konjunkturlage","V. Die Entwicklung des Einkommens"," ","54"
"Erstes Kapitel: Zur Konjunkturlage","V. Die Entwicklung des Einkommens","Lohneinkommen","55"
"Erstes Kapitel: Zur Konjunkturlage","V. Die Entwicklung des Einkommens","Löhne und Produktivität","61"
"Erstes Kapitel: Zur Konjunkturlage","V. Die Entwicklung des Einkommens","Unternehmer- und Kapitaleinkommen","63"
"Erstes Kapitel: Zur Konjunkturlage","V. Die Entwicklung des Einkommens","Belastung der Einkommen","64"
"Erstes Kapitel: Zur Konjunkturlage","V. Die Entwicklung des Einkommens","Einkommensübertragungen","67"
"Erstes Kapitel: Zur Konjunkturlage","V. Die Entwicklung des Einkommens","Verfügbares Einkommen","67"
"Erstes Kapitel: Zur Konjunkturlage","VI. Privater Verbrauch und Ersparnis"," ","68"
"Erstes Kapitel: Zur Konjunkturlage","VI. Privater Verbrauch und Ersparnis","Die Ersparnis im gegenwärtigen Aufschwung","68"
"Erstes Kapitel: Zur Konjunkturlage","VI. Privater Verbrauch und Ersparnis","Haushaltseinkommen und Verbrauchsstruktur","72"
"Erstes Kapitel: Zur Konjunkturlage","VI. Privater Verbrauch und Ersparnis","Der private Verbrauch im gegenwärtigen Aufschwung","74"
"Erstes Kapitel: Zur Konjunkturlage","VII. Die Finanzierung der Nachfrageexpansion"," ","77"
"Erstes Kapitel: Zur Konjunkturlage","VII. Die Finanzierung der Nachfrageexpansion","Geld, Kredit und Banken","77"
"Erstes Kapitel: Zur Konjunkturlage","VII. Die Finanzierung der Nachfrageexpansion","Kapitalmarkt","82"
"Erstes Kapitel: Zur Konjunkturlage","VIII. Öffentliche Finanzen"," ","88"
"Zweites Kapitel: Die voraussehbare Entwicklung"," "," ","94"
"Drittes Kapitel: Gegen den Geldwertschwund"," "," ","105"
"Drittes Kapitel: Gegen den Geldwertschwund","Quantitative Konsequenzen für 1966"," ","122"
"Viertes Kapitel: Wachstum und Strukturwandel"," "," ","125"
"Viertes Kapitel: Wachstum und Strukturwandel","I. Einleitung"," ","125"
"Viertes Kapitel: Wachstum und Strukturwandel","II. Wandel der Branchenstruktur in der Bundesrepublik seit 1933"," ","127"
"Viertes Kapitel: Wachstum und Strukturwandel","II. Wandel der Branchenstruktur in der Bundesrepublik seit 1933","Umfang des Strukturwandels","127"
"Viertes Kapitel: Wachstum und Strukturwandel","II. Wandel der Branchenstruktur in der Bundesrepublik seit 1933","Produktivitätseffekte des Strukturwandels","134"
"Viertes Kapitel: Wachstum und Strukturwandel","II. Wandel der Branchenstruktur in der Bundesrepublik seit 1933","Untersuchungsergebnisse","135"
"Viertes Kapitel: Wachstum und Strukturwandel","II. Wandel der Branchenstruktur in der Bundesrepublik seit 1933","Erläuterungen","136"
"Viertes Kapitel: Wachstum und Strukturwandel","II. Wandel der Branchenstruktur in der Bundesrepublik seit 1933","Änderung der Preisrelationen","145"
"Viertes Kapitel: Wachstum und Strukturwandel","II. Wandel der Branchenstruktur in der Bundesrepublik seit 1933","Löhne und Mobilität der Arbeitskräfte","151"
"Viertes Kapitel: Wachstum und Strukturwandel","II. Wandel der Branchenstruktur in der Bundesrepublik seit 1933","Gewinne - Wettbewerb und Leistungsfähigkeit","154"
"Viertes Kapitel: Wachstum und Strukturwandel","III. Regionalstruktur und Wirtschaftswachstum"," ","159"
"Viertes Kapitel: Wachstum und Strukturwandel","III. Regionalstruktur und Wirtschaftswachstum","Untersuchungsergebnisse","159"
"Viertes Kapitel: Wachstum und Strukturwandel","III. Regionalstruktur und Wirtschaftswachstum","Änderung der regionalen Produktionsstruktur","161"
"Viertes Kapitel: Wachstum und Strukturwandel","III. Regionalstruktur und Wirtschaftswachstum","Wanderungen","161"
"Viertes Kapitel: Wachstum und Strukturwandel","III. Regionalstruktur und Wirtschaftswachstum","Regionale Expansionskraft und überkommene Produktionsstruktur","165"
"Viertes Kapitel: Wachstum und Strukturwandel","IV. Ausbildung, berufliche Mobilität und wirtschaftliches Wachstum"," ","173"

