"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Die wirtschaftliche Lage"," "," ","12"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen"," ","12"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","I. Schwerer Start in die achtziger Jahre","12"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","II. Industrieländer im Anpassungsprozeß","17"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","III. Zunehmende Leistungsbilanzungleichgewichte","29"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Recycling mit Hindernissen","30"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Wechselkurse im Sog der Zinsdifferenzen","35"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","IV. Zunehmende Probleme in der Europäischen Gemeinschaft","37"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Gefahr eines zunehmenden Protektionismus","41"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980"," ","42"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","I. Überblick","42"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","II. Unter Anpassungszwang","44"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","Privater Verbrauch durch Kaufkraftentzug gedämpft","44"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","Differenzierte Auslandseinflüsse","46"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","Veränderte Angebotsbedingungen als Herausforderung","47"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","Investitionsneigung vergleichsweise wenig beeinträchtigt","52"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","Wenig verminderte Expansion der staatlichen Nachfrage","55"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","Deutliche Unterschiede in der Produktionsentwicklung","55"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","Nochmals hohe Auslastung des Produktionspotentials","57"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","Beschäftigung im Jahresverlauf wieder vermindert","59"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","III. Wieder größere Probleme auf dem Arbeitsmarkt","61"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","Steigende Arbeitslosigkeit im Jahresverlauf","62"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","Ausbildungschancen weiter verbessert","67"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","Arbeitsmarktpolitik: Erfahrungen der letzten Jahre","70"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","IV. Höhepunkt der Preissteigerungen überschritten","73"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","Geldwertschwund weiterhin hoch","73"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","Was alles zum Preisanstieg beiträgt","76"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","V. Geringer Anstieg der realen Einkommen","79"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","Wenig veränderte Verteilungsrelationen","79"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","Leichter Rückgang der Gewinnsteuern, höhere Lohnabzüge","83"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1980","Realeinkommen der privaten Haushalte nur wenig höher","85"
