"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Eine kürzere Fassung"," "," ","1"
"Erstes Kapitel: Die wirtschaftliche Lage"," "," ","27"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen"," ","27"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","I. Günstige Ausgangsbedingungen für eine Wiederbelebung der Weltkonjunktur","27"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","11. Konjunkturflaute geht zu Ende","33"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Konjunkturelle Besserung in Nordamerika","33"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Differenzierte Konjunkturentwicklung in Europa","37"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Abgeschwächte Expansionsdynamik im pazifischen Raum","38"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Leicht verringerter Inflationsdruck","39"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Umlenkung der internationalen Güterströme und Kapitalströme","41"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Starke Kursschwankungen wichtiger Anlagewährungen","41"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Verschuldungskrise der Entwicklungsländer: Erfolge für die Brady-Initiative","42"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Exkurs: Japans anhaltende Aufwärtsentwicklung","43"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","III. Wirtschaftsreformen in den Staaten Osteuropas schreiten voran","46"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Anpassungskrise in den osteuropäischen Staaten","47"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Schwieriger Umbau des Wirtschaftssystems","48"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Unterschiedliche Privatisierungsstrategien in den osteuropäischen Staaten","52"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Umbau der Wirtschaft erfordert auch westliches Kapital","53"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik Deutschland"," ","60"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik Deutschland","I. Überblick","60"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik Deutschland","IL Neue Bundesländer: Schwieriger Beginn des Neuaufbaus","65"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik Deutschland","Strukturkrise dauert an","66"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in der Bundesrepublik Deutschland","Privatisierung: Bislang erst kurze Strecke des Weges bewältigt","69"
