"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Eine kürzere Fassung"," "," ","1"
"Erstes Kapitel: Die wirtschaftliche Lage"," "," ","15"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen"," ","15"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","1. Überschuldung in der Welt","15"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","II. Anhaltende Stagnation in den westlichen Industrieländern","17"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Noch Rezession in den Vereinigten Staaten","17"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Stockung auch in Japan","17"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Konsolidierungsanstrengungen in Europa","20"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","III. Störungen an den Finanzmärkten","24"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Handlungsspielraum der Geldpolitik begrenzt","26"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Dollarstärke dominiert Devisenmärkte","26"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","IV. Protektionismus: Gefahren für den Welthandel","28"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","V. Europäische Gemeinschaft: Keine neuen Perspektiven","30"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Haushalt: Umstrittene Prioritäten","30"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Europäisches Währungssystem im Zeichen häufigerer Leitkursänderungen","31"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982"," ","38"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","I. Im Zeichen rezessiver Einflüsse von außen","38"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Mangelnde Widerstandskraft gegen rezessive Auslandseinflüsse","38"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Erneuter Produktionsrückgang","45"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","II. Verschärfte Probleme am Arbeitsmarkt","48"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Unverminderter Beschäftigungsrückgang","50"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Wachsende Ungleichgewichte am Arbeitsmarkt","53"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Jugendarbeitslosigkeit: ein drängendes Problem","59"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Arbeitsmarktpolitik unter dem Druck finanzieller Engpässe","60"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","III. Nur wenig nachlassender Preisauftrieb","62"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","IV. Einkommensverteilung unter dem Einfluß abnehmender Beschäftigung","67"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Verbesserte Ertragslage der Unternehmen","67"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Höhere Abgabenlast, höhere Renten und mehr Empfänger von Transfereinkommen","70"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","V. Abbau des außenwirtschaftlichen Ungleichgewichts","73"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Leistungsbilanz knapp ausgeglichen","75"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Hohe Abflüsse im langfristigen Kapitalverkehr","77"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Wertzuwachs der D-Mark trotz Schwäche gegenüber dem Dollar","79"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","VI. Geldpolitik: Rückkehr auf einen potentialorientierten Pfad","80"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Zentralbankgeldmenge beschleunigt ausgeweitet","80"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Feinsteuerung am Geldmarkt","87"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Uneinheitliche monetäre Expansion","89"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Schwächere Kreditausweitung","92"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Beginnende Normalisierung am Kapitalmarkt","93"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","VII. Finanzpolitik: Rezession verdeckt Konsolidierung","97"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Konsolidierung der öffentlichen Haushalte umstritten","97"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Hohe Haushalterisiken","104"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Abnehmende Nachfrageimpulse","107"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1982","Zur Frage der konjunkturellen Impulse und der Normalverschuldung des Staates","111"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung im Jahre 1983"," "," ","122"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung im Jahre 1983","I. Die Weltkonjunktur im Jahre 1983"," ","122"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung im Jahre 1983","II. Die Binnenkonjunktur im Jahre 1983"," ","124"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung im Jahre 1983","II. Die Binnenkonjunktur im Jahre 1983","Die Ausgangssituation Ende 1982","124"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung im Jahre 1983","II. Die Binnenkonjunktur im Jahre 1983","Noch einmal: Die Grundlinie der Prognose im Sondergutachten vom Oktober 1982","124"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung im Jahre 1983","II. Die Binnenkonjunktur im Jahre 1983","Im ganzen kein Anlaß zur Revision der Prognose","126"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat"," "," ","133"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","I. Wirtschaftspolitik für 1983 und danach"," ","133"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","I. Wirtschaftspolitik für 1983 und danach","Grundlinien","133"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","I. Wirtschaftspolitik für 1983 und danach","Lohnpolitik","140"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","I. Wirtschaftspolitik für 1983 und danach","Finanzpolitik","144"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","I. Wirtschaftspolitik für 1983 und danach","Geld- und Währungspolitik","150"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","II. Steuerungsfehler im Marktprozeß"," ","153"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","II. Steuerungsfehler im Marktprozeß","Staatliche Transfers","154"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","II. Steuerungsfehler im Marktprozeß","Interventionen und Subventionen","155"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","II. Steuerungsfehler im Marktprozeß","Energiesparen und Fernwärmeausbau","156"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","II. Steuerungsfehler im Marktprozeß","Schutz und Förderung der deutschen Steinkohle","157"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","II. Steuerungsfehler im Marktprozeß","Anpassung mit Staatshilfe: Stahl","158"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","II. Steuerungsfehler im Marktprozeß","Anpassung ohne Staatshilfe: Mineralölverarbeitung","161"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","II. Steuerungsfehler im Marktprozeß","Anreizstörungen bei Innovatoren","161"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","III. Auch ein Bauherren-Modell"," ","162"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","III. Auch ein Bauherren-Modell","Das Beispiel","164"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","III. Auch ein Bauherren-Modell","Ergänzende Würdigung durch die Mehrheit des Sachverständigenrates","172"
"Drittes Kapitel: Aufgaben für den Markt und für den Staat","III. Auch ein Bauherren-Modell","Das Bauherren-Modell: Wichtige Fragen bleiben offen","176"
"Viertes Kapitel: Finanzpolitik für mehr Investitionen"," "," ","180"
"Viertes Kapitel: Finanzpolitik für mehr Investitionen","Vermeidung der Besteuerung von Scheingewinnen"," ","180"
"Viertes Kapitel: Finanzpolitik für mehr Investitionen","Steuerliche Erleichterung von Produktionsumwegen"," ","186"
"Viertes Kapitel: Finanzpolitik für mehr Investitionen","Risikokapital bilden"," ","186"
"Viertes Kapitel: Finanzpolitik für mehr Investitionen","Risikokapital in Arbeitnehmerhand"," ","189"
"Viertes Kapitel: Finanzpolitik für mehr Investitionen","Steuerliche Förderung der Selbstfinanzierung"," ","190"
"Viertes Kapitel: Finanzpolitik für mehr Investitionen","Finanzierungshilfen für junge Unternehmen"," ","191"
"Viertes Kapitel: Finanzpolitik für mehr Investitionen","Für einen funktionsfähigen Markt für Beteiligungskapital"," ","192"

