"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Die wirtschaftliche Lage"," "," ","15"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen"," ","15"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","I. Risiken für die Fortdauer des Aufschwungs größer","15"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","II. Vereinigte Staaten: Belastung durch Ungleichgewichte nimmt zu","17"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","III. Labile Devisenmärkte, schwelende Verschuldungskrise","21"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","IV. Fernöstliche Wachstumszentren im Fahrwasser der amerikanischen Konjunktur","26"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","V. Aufschwung in Europa noch immer verhalten","26"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","VI. Europäische Gemeinschaft: Alte Probleme, neue Mitglieder","33"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die Binnenkonjunktur im Jahre 1985"," ","41"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die Binnenkonjunktur im Jahre 1985","I. Überblick","41"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die Binnenkonjunktur im Jahre 1985","II. Gespaltener Aufschwung","43"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die Binnenkonjunktur im Jahre 1985","Starker Anstieg der Investitionen","43"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die Binnenkonjunktur im Jahre 1985","Außenwirtschaftliche Erfolge","50"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die Binnenkonjunktur im Jahre 1985","Schwacher privater Verbrauch - Wohnungsbau unter Anpassungsdruck","52"
