"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Die wirtschaftliche Lage"," "," ","24"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen"," ","24"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","I. Zunehmendes Konjunkturgefälle zwischen den Industrieländern","25"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Günstige Konjunkturentwicklung in Japan und in vielen europäischen Ländern","25"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Rezessive Tendenzen in Nordamerika, Großbritannien, Schweden und Finnland","29"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Exkurs: Spanien - Erste Verspannungen in der dynamischen Aufwärtsentwicklung","30"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Verschärfte Stabilitätsprobleme","31"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Verminderung der Leistungsbilanzsalden durch differenzierte Konjunkturentwicklung","33"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Geldpolitik auf Stabilitätskurs","34"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Finanzpolitik: Keine weiteren Konsolidierungsfortschritte","34"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","II. Golfkrise: Kurzfristig nur geringe Auswirkungen auf die Weltwirtschaft","36"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","III. Osteuropa im Umbruch","39"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Schwierige Umgestaltung der sozialistischen Volkswirtschaften","40"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Osteuropas Bemühungen um weltwirtschaftliche Integration","43"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Auswirkungen auf die internationalen Kapitalströme","45"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","IV. Das multilaterale Handelssystem am Scheideweg","47"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland"," ","57"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","I. Überblick","57"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","II. Die wirtschaftliche Entwicklung im Osten Deutschlands","61"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Strukturschwächen belasten marktwirtschaftlichen Neubeginn","62"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Investitionsattentismus noch nicht überwunden","65"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Hohe offene und verdeckte Arbeitslosigkeit","67"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Erhöhte Kaufkraft, verbesserte Güterversorgung","76"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Hohe Deckungslücken im Staatshaushalt","78"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Schwere Erblasten der sozialistischen Planwirtschaft: Umweltschäden","80"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Vernachlässigte Infrastruktur","81"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","III. Wechsel der Auftriebskräfte in Westdeutschland","82"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Starke Impulse vom Privaten Verbrauch","84"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Staatsverbrauch mäßig ausgeweitet","88"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Investitionen treiben den Aufschwung voran","88"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Hochkonjunktur in der Bauwirtschaft","91"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Gesamtwirtschaftliche Kapazitätsreserven werden knapper","94"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Abgeschwächte Exportentwicklung","96"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Öffnung der innerdeutschen Grenze forciert die Einfuhr","98"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Beschleunigung des Preisanstiegs","98"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","IV. Arbeitsmarkt im Zeichen kräftiger Beschäftigungsexpansion und hoher Zuwanderung","102"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Stark beschleunigter Beschäftigungsanstieg","102"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Konjunkturelle Verspannungen kaum verstärkt","105"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Arbeitslosigkeit geht weiter zurück","107"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Unterschiedlich schnelle Integration von Aussiedlern und Übersiedlern","108"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Hartnäckige Strukturprobleme","111"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Weiterhin hohe Arbeitslosigkeit trotz anhaltendem Wirtschaftswachstum?","113"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Arbeitsförderung wieder verstärkt","114"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Lohnpolitik: Entkoppelung von Lohntarifverträgen und Vereinbarungen über die Arbeitszeit","115"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","V. Geldpolitik: Herausforderung durch die deutsche Währungsunion","118"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Erste Jahreshälfte: Moderate Geldmengenexpansion","118"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Zweite Jahreshälfte: Die deutsche Währungsunion als Herausforderung für die Geldpolitik","126"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Zur Entwicklung an den Finanzmärkten","130"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","VI. Finanzpolitik: Noch keine Konsolidierungsstrategie","136"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Kräftiger Ausgabenschub infolge der deutschen Vereinigung","137"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Einnahmenentwicklung im Zeichen von Steuersenkungen und guter Konjunktur","142"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Expansive Impulse durch hohe Defizite","145"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","Sozialversicherung: Nochmals höhere Überschüsse","148"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung"," "," ","153"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung","I. Die Ausgangslage nach der deutschen Vereinigung"," ","153"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung","II. Über die Schwierigkeiten einer quantitativen Vorausschau für Gesamtdeutschland"," ","153"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung","III. Die Annahmen der Prognose"," ","154"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung","IV. Das weltwirtschaftliche Umfeld"," ","155"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung","V. Die wirtschaftlichen Aussichten für die Bundesrepublik"," ","158"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach"," "," ","171"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil A: Aufgaben und Möglichkeiten"," ","171"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil A: Aufgaben und Möglichkeiten","I. Auf dem Wege zur wirtschaftlichen Einheit Deutschlands","171"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil A: Aufgaben und Möglichkeiten","Die deutsche Wirtschaft nach der staatlichen Vereinigung","171"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil A: Aufgaben und Möglichkeiten","Wettbewerbsschwäche der neuen Bundesländer","173"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil A: Aufgaben und Möglichkeiten","Perspektiven","173"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil A: Aufgaben und Möglichkeiten","II. Ziele und Wirklichkeit","175"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil A: Aufgaben und Möglichkeiten","Der Befund","175"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil A: Aufgaben und Möglichkeiten","Das Ziel Umweltschutz","176"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil A: Aufgaben und Möglichkeiten","Risiken und Chancen","177"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil A: Aufgaben und Möglichkeiten","III. Die stabilisierungspolitische Aufgabe","177"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil A: Aufgaben und Möglichkeiten","IV. Die wachstumspolitische Aufgabe","180"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil A: Aufgaben und Möglichkeiten","V. Die Aufgabe in den neuen Bundesländern - den Aufbolprozeß breit in Gang setzen","182"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil B: Zu den Politikbereichen im einzelnen"," ","184"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil B: Zu den Politikbereichen im einzelnen","I. Finanzpolitik: Den Beitrag zur Herstellung der Wirtschaftseinheit leisten","184"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil B: Zu den Politikbereichen im einzelnen","Die Finanzierungsaufgabe","185"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil B: Zu den Politikbereichen im einzelnen","Kreditfinanzierung: nur für Investitionen, begrenzt und zeitlich befristet tolerabel","187"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil B: Zu den Politikbereichen im einzelnen","Ausgabenumschichtungen und Abbau von Steuervergünstigungen: Neue Prioritäten für die Finanzpolitik","189"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil B: Zu den Politikbereichen im einzelnen","Privatisieren","193"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil B: Zu den Politikbereichen im einzelnen","Steuererhöhungen: Tariferhöhungen und neue Steuern möglichst vermeiden","194"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil B: Zu den Politikbereichen im einzelnen","Unternehmenssteuerreform - im Blick behalten","195"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil B: Zu den Politikbereichen im einzelnen","Budgetpolitik: Wege zur Konsolidierung","195"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil B: Zu den Politikbereichen im einzelnen","II. Geldpolitik: Zielbestimmung unter erschwerten Bedingungen","198"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil B: Zu den Politikbereichen im einzelnen","III. Tarifpolitik am zusammenwachsenden Arbeitsmarkt: Unterschiedliche Strategien","201"
"Drittes Kapitel: Wirtschaftspolitik für 1991 und danach","Teil B: Zu den Politikbereichen im einzelnen","Ostdeutschland: Löhne und Leistungskraft in der strukturellen Erneuerung ausbalancieren","202"
