"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung"," "," ","1"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","I. Überblick"," ","1"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","II. Außenwirtschaft"," ","8"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","II. Außenwirtschaft","Der internationale Rahmen","8"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","II. Außenwirtschaft","Entwicklung der Ausfuhr","12"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","II. Außenwirtschaft","Entwicklung der Einfuhr","16"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","II. Außenwirtschaft","Außenhandelspreise, Auslandspreise und Wettbewerbsposition","20"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","II. Außenwirtschaft","Warenverkehr zwischen den Währungsgebieten der DM-West und der DM-Ost","23"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","III. Investitionen"," ","24"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","III. Investitionen","Ausrüstungsinvestitionen","24"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","III. Investitionen","Vorratsinvestitionen","32"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","III. Investitionen","Bauinvestitionen","33"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","IV. Produktion und Produktivität"," ","39"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","IV. Produktion und Produktivität","Produktion","40"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","IV. Produktion und Produktivität","Beschäftigung","46"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","IV. Produktion und Produktivität","Produktivität","49"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","IV. Produktion und Produktivität","Kosten","53"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","IV. Produktion und Produktivität","Erzeugerpreise","55"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","IV. Produktion und Produktivität","Produktivitätsfördernde Maßnahmen","55"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","V. Einkommen"," ","58"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","V. Einkommen","Lohneinkommen","60"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","V. Einkommen","Reallöhne und Produktivität","64"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","V. Einkommen","Unternehmer- und Kapitaleinkommen","66"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","V. Einkommen","Belastung des Einkommens","67"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","V. Einkommen","Übertragene Einkommen","67"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","V. Einkommen","Verfügbares Einkommen","69"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","VI. Verbrauch und Ersparnis der privaten Haushalte"," ","70"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","VII. Öffentliche Finanzen"," ","75"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","VII. Öffentliche Finanzen","Die öffentlichen Haushalte 1967","82"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","VII. Öffentliche Finanzen","Mittelfristige Finanzplanung","84"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","VIII. Finanzierung: Geld-, Kredit- und Kapitalmärkte"," ","86"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","VIII. Finanzierung: Geld-, Kredit- und Kapitalmärkte","Bankengeldmarkt und Notenbankpolitik","87"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","VIII. Finanzierung: Geld-, Kredit- und Kapitalmärkte","Bankkredite, Geldkapitalbildung bei Banken, Geldvolumen","93"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","VIII. Finanzierung: Geld-, Kredit- und Kapitalmärkte","Kapitalmarkt","100"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","VIII. Finanzierung: Geld-, Kredit- und Kapitalmärkte","Zahlungsbilanz","107"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","IX. Preisniveau"," ","109"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","IX. Preisniveau","Überblick","109"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","IX. Preisniveau","Der Kern des Inflationsprozesses","115"
"Erstes Kapitel: Die gesamtwirtschaftliche Entwicklung","IX. Preisniveau","Fortschreitende Gewöhnung an die Inflation","118"
"Zweites Kapitel: Die voraussebare Entwicklung"," "," ","123"
"Zweites Kapitel: Die voraussebare Entwicklung","Nachfrage"," ","124"
"Zweites Kapitel: Die voraussebare Entwicklung","Beschäftigung und Produktivität"," ","126"
"Zweites Kapitel: Die voraussebare Entwicklung","Preise"," ","129"
"Drittes Kapitel: Gegen Fehlentwicklungen - Für Währungsstabilität und Wachstum"," "," ","133"
"Drittes Kapitel: Gegen Fehlentwicklungen - Für Währungsstabilität und Wachstum","I. Überblick"," ","133"
"Drittes Kapitel: Gegen Fehlentwicklungen - Für Währungsstabilität und Wachstum","II. Konzertierte Aktion: Konzeption und Reaktion"," ","139"
"Drittes Kapitel: Gegen Fehlentwicklungen - Für Währungsstabilität und Wachstum","III. Die wirtschaftspolitischen Lehren des Jahres 1966"," ","141"
"Drittes Kapitel: Gegen Fehlentwicklungen - Für Währungsstabilität und Wachstum","IV. Der Entwurf eines Gesetzes zur Förderung der wirtschaftlichen Stabilität"," ","143"
"Drittes Kapitel: Gegen Fehlentwicklungen - Für Währungsstabilität und Wachstum","V. Stabilisierungspolitik ohne Illusionen"," ","145"
