"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Die Konjunkturlage"," "," ","22"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen"," ","22"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","1. Verlangsamter Aufschwung","22"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","Größere konjunkturelle Differenzierung","23"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","Mäßige Expansion des Welthandels","26"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","H. Fortdauer von Arbeitslosigkeit und Inflation","29"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","Anhaltende Unterbeschäftigung","29"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","Grenzen staatlicher Beschäftigungspolitik","30"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","Ungenügende Fortschritte bei der Preisstabilisierung","30"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","UI. Geringere außenwirtschaftliche Ungleichgewichte","32"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","Zahlungsbilanzprobleme etwas entschärft","33"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","Auch Ansätze mittelfristiger Anpassung","34"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","Zunehmender Protektionismus im internationalen Handel","45"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","IV. Größere Konvergenz der Wirtschaftspolitik in Europa","47"
"Erstes Kapitel: Die Konjunkturlage","Teil A: Der internationale Rahmen","Anhaltende Expansion des Gemeinschaftshaushalts","48"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1977"," ","49"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1977","I. Überblick","49"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1977","H. Noch immer hohe Arbeitslosigkeit","51"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1977","Selbstverstärkungskräfte zu schwach","51"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1977","Wieder zunehmender Kostendruck","55"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1977","Fehlender Auftrieb für Produktion und Beschäftigung","59"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1977","IH. Niveau und Struktur der Arbeitslosigkeit","65"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1977","Konjunkturelle und strukturelle Komponenten","65"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1977","Strukturelle Änderungen am Arbeitsmarkt","67"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1977","Arbeitsmarktpolitik","73"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1977","IV. Keine weitere Korrektur der Verteilung","75"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1977","V. Finanzpolitik: Konsolidierung im Vordergrund","84"
"Erstes Kapitel: Die Konjunkturlage","Teil B: Die Binnenkonjunktur 1977","Zurückhaltende Ausgabenpolitik","85"
