"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Eine kürzere FassungStaatsfinanzen konsolidieren – Steuersystem reformieren"," "," ","1"
"I. Weltwirtschaft: Aufschwung bei anhaltenden Unsicherheiten"," "," ","3"
"II. Deutschland: Außenwirtschaftliche Belebung bei schwacherBinnennachfrage"," "," ","7"
"II. Deutschland: Außenwirtschaftliche Belebung bei schwacherBinnennachfrage","Die voraussichtliche Entwicklung im Jahr 2004: Konjunktur-hoffnungen ruhen auf der Weltwirtschaft"," ","10"
"III. Staatsfinanzen konsolidieren – Steuersystem reformieren"," "," ","12"
"III. Staatsfinanzen konsolidieren – Steuersystem reformieren","1. Öffentliche Haushalte sanieren"," ","12"
"III. Staatsfinanzen konsolidieren – Steuersystem reformieren","2. Steuerpolitik: Vom Chaos zum System"," ","20"
"III. Staatsfinanzen konsolidieren – Steuersystem reformieren","3. Lohnpolitik und Arbeitsmarkt: Chancen für mehr Beschäftigungverantwortungsvoll wahrnehmen"," ","24"
"III. Staatsfinanzen konsolidieren – Steuersystem reformieren","4. Geldpolitik: Revision der geldpolitischen Strategie"," ","26"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahr 2003"," "," ","27"
"I. Weltwirtschaft: Erholung bei andauernden Unsicherheiten"," "," ","27"
"I. Weltwirtschaft: Erholung bei andauernden Unsicherheiten","1. Vereinigte Staaten: Erholung bei expansiver Wirtschaftspolitik"," ","28"
"I. Weltwirtschaft: Erholung bei andauernden Unsicherheiten","1. Vereinigte Staaten: Erholung bei expansiver Wirtschaftspolitik","Exkurs: Ist das Leistungsbilanzdefizit der Vereinigten Staatenaufrechtzuerhalten?","36"
"I. Weltwirtschaft: Erholung bei andauernden Unsicherheiten","2. Japan: Wende zum Besseren?"," ","40"
"I. Weltwirtschaft: Erholung bei andauernden Unsicherheiten","3. Schwellenländer auf dem Pfad der wirtschaftlichen Erholung"," ","43"
"I. Weltwirtschaft: Erholung bei andauernden Unsicherheiten","4. Institutionelle Regelwerke: Stillstand und Fortschritt"," ","44"
"II. Europäische Union: Reformen in stagnierendem Umfeld"," "," ","56"
"II. Europäische Union: Reformen in stagnierendem Umfeld","1. Konjunkturelle Belebung ließ weiter auf sich warten"," ","56"
"II. Europäische Union: Reformen in stagnierendem Umfeld","2. Der monetäre Rahmen im Euro-Raum – Geldpolitikweiterhin expansiv"," ","73"
"II. Europäische Union: Reformen in stagnierendem Umfeld","2. Der monetäre Rahmen im Euro-Raum – Geldpolitikweiterhin expansiv","Exkurs: Strategieanpassung der Europäischen Zentralbank –Auf dem Weg zur Inflationssteuerung?","86"
"II. Europäische Union: Reformen in stagnierendem Umfeld","3. EU-Osterweiterung und institutionelle Entwicklungen"," ","92"
"II. Europäische Union: Reformen in stagnierendem Umfeld","3. EU-Osterweiterung und institutionelle Entwicklungen","Beitrittsverhandlungen erfolgreich abgeschlossen","92"
"II. Europäische Union: Reformen in stagnierendem Umfeld","3. EU-Osterweiterung und institutionelle Entwicklungen","Exkurs: Konvergenz zwischen den Beitrittsländern undder Europäischen Union","98"
"II. Europäische Union: Reformen in stagnierendem Umfeld","3. EU-Osterweiterung und institutionelle Entwicklungen","Konvent zur Zukunft Europas - Auf dem Weg zu einereuropäischen Verfassung","101"
"II. Europäische Union: Reformen in stagnierendem Umfeld","3. EU-Osterweiterung und institutionelle Entwicklungen","Änderung der Abstimmungsregeln im EZB-Rat","104"
"II. Europäische Union: Reformen in stagnierendem Umfeld","3. EU-Osterweiterung und institutionelle Entwicklungen","Reform der Europäischen Agrarpolitik: Zu kurzgesprungen","107"
"III. Deutschland in der Stagnation"," "," ","108"
"III. Deutschland in der Stagnation","1. Binnenkonjunktur bleibt schwach"," ","109"
"III. Deutschland in der Stagnation","1. Binnenkonjunktur bleibt schwach","Schwaches Potentialwachstum","109"
"III. Deutschland in der Stagnation","1. Binnenkonjunktur bleibt schwach","Anhaltende Investitionsschwäche","110"
"III. Deutschland in der Stagnation","1. Binnenkonjunktur bleibt schwach","Konsum: Zögerliche Verbesserung der Konsumentenstimmung","120"
"III. Deutschland in der Stagnation","1. Binnenkonjunktur bleibt schwach","Volatiler Außenhandel","124"
"III. Deutschland in der Stagnation","1. Binnenkonjunktur bleibt schwach","Entstehungsseite: Industrie und Dienstleistungen schwach","128"
"III. Deutschland in der Stagnation","1. Binnenkonjunktur bleibt schwach","Preisentwicklung: Niedrige Inflationsraten – aber keineDeflation","131"
"III. Deutschland in der Stagnation","2. Arbeitsmarkt: Weiterhin Warten auf die Wende"," ","132"
"III. Deutschland in der Stagnation","2. Arbeitsmarkt: Weiterhin Warten auf die Wende","Erwerbstätigkeit und Zahl der Erwerbspersonen rückläufig","132"
"III. Deutschland in der Stagnation","2. Arbeitsmarkt: Weiterhin Warten auf die Wende","Arbeitslosigkeit weiter gestiegen","134"
"III. Deutschland in der Stagnation","2. Arbeitsmarkt: Weiterhin Warten auf die Wende","Berufsausbildungsstellenmarkt angespannt","136"
"III. Deutschland in der Stagnation","2. Arbeitsmarkt: Weiterhin Warten auf die Wende","Arbeitsmarktreformen und die Umsetzung der Vorschlägeder Hartz-Kommission","142"
"III. Deutschland in der Stagnation","2. Arbeitsmarkt: Weiterhin Warten auf die Wende","Tarifpolitik: Viel Streit bei geringem Verteilungsspielraum","158"
"III. Deutschland in der Stagnation","3. Öffentliche Finanzen: Ein ausgeglichener Staatshaushaltin weiter Ferne"," ","165"
"III. Deutschland in der Stagnation","3. Öffentliche Finanzen: Ein ausgeglichener Staatshaushaltin weiter Ferne","Defizitquote des Staates übersteigt 4 vH-Marke","165"
"III. Deutschland in der Stagnation","3. Öffentliche Finanzen: Ein ausgeglichener Staatshaushaltin weiter Ferne","Weiterer Anstieg der Staatsausgaben – nur leichte Zunahmeder Einnahmen","167"
"III. Deutschland in der Stagnation","3. Öffentliche Finanzen: Ein ausgeglichener Staatshaushaltin weiter Ferne","Bund, Länder und Gemeinden: defizitäre Haushalteauf allen Ebenen","167"
"III. Deutschland in der Stagnation","3. Öffentliche Finanzen: Ein ausgeglichener Staatshaushaltin weiter Ferne","Steueraufkommen leicht steigend","176"
"III. Deutschland in der Stagnation","3. Öffentliche Finanzen: Ein ausgeglichener Staatshaushaltin weiter Ferne","Schuldenstand weiter zunehmend","179"
