"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Die wirtschaftliche Lage"," "," ","14"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen"," ","14"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","I. Anpassungsdruck zwingt Weltwirtschaft in die Stagnation","14"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","II. Anhaltende Konjunkturschwäche in den westlichen Industrieländern","19"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Neue Wege in der Wirtschaftspolitik","19"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Festhalten am bisherigen Konzept","23"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","III. Zablungsbilanzungleichgewichte weiterhin groß","25"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Leistungsbilanzdefizite verlagert","25"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Dollarstärke und hohe Zinsen","28"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Finanzierungsprobleme verschärft","28"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","IV. Europäische Gemeinschaft: Problemdruck unverändert","31"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Haushaltsprobleme weiterhin ungelöst","31"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL A: Der internationale Rahmen","Probleme der gemeinsamen Wirtschaftspolitik","33"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1981"," ","42"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1981","I. Überblick","42"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1981","II. Anpassung vorangekommen?","44"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1981","Marktanteilsgewinne im Wettbewerb mit dem Ausland","45"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1981","Verbesserung der Angebotsbedingungen läßt auf sich warten","46"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1981","Weniger Licht als Schatten bei den Investitionen","51"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1981","Privater Verbrauch im Zeichen gedämpfter Einkommensentwicklung","53"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1981","Staatliche Nachfrage höher als erwartet","54"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1981","Belebung der Produktion läßt auf sich warten","55"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1981","Verlangsamtes Wachstum des Produktionspotentials","56"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1981","Nur mäßiger Produktivitätsanstieg","57"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1981","III. Hohe Arbeitslosigkeit","58"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1981","Verminderte Beschäftigung","59"
"Erstes Kapitel: Die wirtschaftliche Lage","TEIL B: Die Binnenkonjunktur 1981","Zur Struktur der Arbeitslosigkeit","62"
