"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab"," "," ","10"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","I. Internationale Konjunktur"," ","12"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","I. Internationale Konjunktur","1. Die Entwicklung der Weltwirtschaft in der Pandemie","12"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","I. Internationale Konjunktur"," Die konjunkturelle Entwicklung der Weltwirtschaft bis Herbst 2020","15"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","I. Internationale Konjunktur"," Die großen Volkswirtschaften im Einzelnen","19"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","I. Internationale Konjunktur","2. Ausblick","22"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","I. Internationale Konjunktur","3. Chancen und Risiken","25"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","I. Internationale Konjunktur","4. Die wirtschaftliche Entwicklung im Euro-Raum","29"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","I. Internationale Konjunktur"," Konjunkturelle Lage","29"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","I. Internationale Konjunktur"," Ausblick","37"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","II. Deutsche Konjunktur"," ","39"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","II. Deutsche Konjunktur","1. Bisherige Entwicklung","39"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","II. Deutsche Konjunktur"," Wirtschaft im Bann der Pandemie","40"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","II. Deutsche Konjunktur"," Kräftige Erholung über den Sommer","43"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","II. Deutsche Konjunktur","2. Ausblick","47"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","II. Deutsche Konjunktur"," Stagnation im Winterhalbjahr","47"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","II. Deutsche Konjunktur"," In der Prognose berücksichtigte Auswirkungen der zweitenInfektionswelle","50"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","II. Deutsche Konjunktur"," Auswirkungen nach Umfang und Dauer der Einschränkungen","52"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","II. Deutsche Konjunktur"," Politik stabilisiert und stärkt Einkommen","56"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","II. Deutsche Konjunktur","3. Arbeitsmarkt beweist seine Resilienz","61"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","II. Deutsche Konjunktur","4. Hohes Defizit der öffentlichen Haushalte angesichts der Krise","64"
"Erstes KapitelKonjunktur: Erholung hängt vom Pandemieverlauf ab","II. Deutsche Konjunktur","5. Mittelfrist: Demografie belastet Wachstum","66"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona"," "," ","82"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","I. Rolle von Geld- und Fiskalpolitik"," ","84"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","II. Erste Phase: Den Shutdown überbrücken helfen"," ","85"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","II. Erste Phase: Den Shutdown überbrücken helfen","1. Pandemie beeinflusst Angebots- und Nachfrageseite","85"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","II. Erste Phase: Den Shutdown überbrücken helfen","2. Geldpolitische Lockerung und Staatsanleihemärkte","88"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","II. Erste Phase: Den Shutdown überbrücken helfen","3. Fiskalische Überbrückungshilfen","93"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","II. Erste Phase: Den Shutdown überbrücken helfen","4. Kurzarbeitergeld","100"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","III. Zweite Phase: Stabilisierung und wirtschaftliche Erholung"," ","101"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","III. Zweite Phase: Stabilisierung und wirtschaftliche Erholung","1. Strategien zur Stimulierung der Konjunktur","105"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","III. Zweite Phase: Stabilisierung und wirtschaftliche Erholung"," Wirtschaftsauslastung und geldpolitische Lockerung","105"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","III. Zweite Phase: Stabilisierung und wirtschaftliche Erholung"," Diskretionäre Fiskalpolitik und Konjunkturpakete","110"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","III. Zweite Phase: Stabilisierung und wirtschaftliche Erholung","2. Das Konjunkturpaket der Bundesregierung","112"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","III. Zweite Phase: Stabilisierung und wirtschaftliche Erholung"," Schätzung der gesamtwirtschaftlichen Wirkung","114"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","III. Zweite Phase: Stabilisierung und wirtschaftliche Erholung"," Umsatzsteuerreduktion","118"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","III. Zweite Phase: Stabilisierung und wirtschaftliche Erholung"," Investitionen","122"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","III. Zweite Phase: Stabilisierung und wirtschaftliche Erholung","3. Umgang mit der zweiten Infektionswelle","125"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","III. Zweite Phase: Stabilisierung und wirtschaftliche Erholung"," Gesundheitspolitische Aspekte","125"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","III. Zweite Phase: Stabilisierung und wirtschaftliche Erholung"," Stabilisierungspolitische Schlussfolgerungen","127"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","IV. Dritte Phase: Im Aufschwung Tragfähigkeit sichern"," ","130"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","IV. Dritte Phase: Im Aufschwung Tragfähigkeit sichern","1. Geldpolitik normalisieren","131"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","IV. Dritte Phase: Im Aufschwung Tragfähigkeit sichern","2. Ausstieg aus den Überbrückungsmaßnahmen","133"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","IV. Dritte Phase: Im Aufschwung Tragfähigkeit sichern","3. Konsolidierung der öffentlichen Haushalte","136"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","IV. Dritte Phase: Im Aufschwung Tragfähigkeit sichern"," Vorgaben der Schuldenbremse und Gestaltung der Tilgungspläne","136"
"Zweites KapitelStabilisierungspolitik in Zeiten von Corona","IV. Dritte Phase: Im Aufschwung Tragfähigkeit sichern"," Nachtragshaushalte der Länder, Unterstützung der Kommunen","141"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen"," "," ","160"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","I. Europäische Zusammenarbeit angesichts weltweiter Herausforderungen"," ","162"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","II. Unmittelbare wirtschaftspolitische Reaktionen auf die Corona-Pandemie"," ","164"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","III. Folgen der Pandemie überwinden und zukünftigen Krisen vorbeugen"," ","170"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","III. Folgen der Pandemie überwinden und zukünftigen Krisen vorbeugen","1. Den Europäischen Aufbauplan nutzen","170"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","III. Folgen der Pandemie überwinden und zukünftigen Krisen vorbeugen"," Kreditfinanzierte Zuschüsse und Darlehen","170"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","III. Folgen der Pandemie überwinden und zukünftigen Krisen vorbeugen"," Begrenzter Beitrag zur Abfederung der Folgen der Corona-Pandemie","173"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","III. Folgen der Pandemie überwinden und zukünftigen Krisen vorbeugen"," Den Aufbaufonds gezielt einsetzen","176"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","III. Folgen der Pandemie überwinden und zukünftigen Krisen vorbeugen","2. Fiskalische Spielräume wiederaufbauen und Staatsschuldenkrisenvorbeugen","177"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","III. Folgen der Pandemie überwinden und zukünftigen Krisen vorbeugen","3. Stabilität der Banken und Finanzmärkte wahren","185"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","IV. Realwirtschaftliche Wachstumsbedingungen verbessern"," ","190"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","IV. Realwirtschaftliche Wachstumsbedingungen verbessern","1. Wirtschaftliche Konvergenz stärken","190"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","IV. Realwirtschaftliche Wachstumsbedingungen verbessern","2. Den europäischen Binnenmarkt weiterentwickeln","193"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","IV. Realwirtschaftliche Wachstumsbedingungen verbessern","3. Handelsbeziehungen im Spannungsfeld zwischen Resilienz und Effizienz","198"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","IV. Realwirtschaftliche Wachstumsbedingungen verbessern"," Wohlfahrtssteigerungen zulassen, Protektionismus entgegentreten","198"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","IV. Realwirtschaftliche Wachstumsbedingungen verbessern"," Folgen der Corona-Pandemie für den globalen Handel","201"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","IV. Realwirtschaftliche Wachstumsbedingungen verbessern"," Versorgung mit medizinischen Produkten auf europäischer Ebene sicherstellen","204"
"Drittes KapitelGemeinsam gestärkt aus der Krise hervorgehen","V. Fazit"," ","207"
"Viertes KapitelKlimaschutz als industriepolitische Chance"," "," ","220"
"Viertes KapitelKlimaschutz als industriepolitische Chance","I. Motivation"," ","222"
"Viertes KapitelKlimaschutz als industriepolitische Chance","II. Klimapolitische Initiativen und ihre Chancen"," ","224"
"Viertes KapitelKlimaschutz als industriepolitische Chance","II. Klimapolitische Initiativen und ihre Chancen","1. Die Umsetzung globaler Klimaziele eröffnet neue Märkte","224"
"Viertes KapitelKlimaschutz als industriepolitische Chance","II. Klimapolitische Initiativen und ihre Chancen","2. Neue Initiativen auf mehreren Ebenen","226"
"Viertes KapitelKlimaschutz als industriepolitische Chance","II. Klimapolitische Initiativen und ihre Chancen"," Europäische Initiativen","226"
"Viertes KapitelKlimaschutz als industriepolitische Chance","II. Klimapolitische Initiativen und ihre Chancen"," Nationale Initiativen","227"
"Viertes KapitelKlimaschutz als industriepolitische Chance","III. Die marktorientierten Mechanismen stärken"," ","229"
"Viertes KapitelKlimaschutz als industriepolitische Chance","III. Die marktorientierten Mechanismen stärken","1. Wirkung der anvisierten CO2-Preispfade","231"
"Viertes KapitelKlimaschutz als industriepolitische Chance","III. Die marktorientierten Mechanismen stärken","2. Verzerrende Abgaben und Umlagen hinterfragen","233"
"Viertes KapitelKlimaschutz als industriepolitische Chance","III. Die marktorientierten Mechanismen stärken"," Steuerliche Belastung von Energieträgern","233"
"Viertes KapitelKlimaschutz als industriepolitische Chance","III. Die marktorientierten Mechanismen stärken"," Strompreise und deren Bestandteile für Haushalte und Industrie","235"
"Viertes KapitelKlimaschutz als industriepolitische Chance","III. Die marktorientierten Mechanismen stärken","3. Effekte einer Energiepreisreform","237"
"Viertes KapitelKlimaschutz als industriepolitische Chance","III. Die marktorientierten Mechanismen stärken"," Finanzierung einer Energiepreisreform","238"
"Viertes KapitelKlimaschutz als industriepolitische Chance","III. Die marktorientierten Mechanismen stärken"," Effekte für Haushalte","244"
"Viertes KapitelKlimaschutz als industriepolitische Chance","III. Die marktorientierten Mechanismen stärken"," Effekte auf Unternehmen","247"
"Viertes KapitelKlimaschutz als industriepolitische Chance","III. Die marktorientierten Mechanismen stärken","4. Green Finance","248"
"Viertes KapitelKlimaschutz als industriepolitische Chance","III. Die marktorientierten Mechanismen stärken","5. Grenzausgleich","250"
"Viertes KapitelKlimaschutz als industriepolitische Chance","IV. Komplementäre Maßnahmen"," ","255"
"Viertes KapitelKlimaschutz als industriepolitische Chance","IV. Komplementäre Maßnahmen","1. Strukturen für Forschung und Fachkräfte","255"
"Viertes KapitelKlimaschutz als industriepolitische Chance","IV. Komplementäre Maßnahmen"," Forschungsstrukturen","256"
"Viertes KapitelKlimaschutz als industriepolitische Chance","IV. Komplementäre Maßnahmen"," Der Bedarf an Fachkräften verändert sich","257"
"Viertes KapitelKlimaschutz als industriepolitische Chance","IV. Komplementäre Maßnahmen","2. Sektorspezifische Maßnahmen am Beispiel des Verkehrssektors","259"
"Viertes KapitelKlimaschutz als industriepolitische Chance","IV. Komplementäre Maßnahmen"," Möglichkeiten der Emissionsreduktion im Verkehrssektor","260"
"Viertes KapitelKlimaschutz als industriepolitische Chance","IV. Komplementäre Maßnahmen"," Förderung der Tank- und Ladeinfrastruktur","264"
"Viertes KapitelKlimaschutz als industriepolitische Chance","IV. Komplementäre Maßnahmen"," Industriepolitische Förderung von Batteriezellen","266"
"Viertes KapitelKlimaschutz als industriepolitische Chance","IV. Komplementäre Maßnahmen","3. Zur Umsetzung der Wasserstoffstrategie","267"
"Viertes KapitelKlimaschutz als industriepolitische Chance","IV. Komplementäre Maßnahmen"," Forschungsförderung weiter vorantreiben","268"
"Viertes KapitelKlimaschutz als industriepolitische Chance","IV. Komplementäre Maßnahmen"," Die Attraktivität von Wasserstoffanwendungen stärken","269"
"Viertes KapitelKlimaschutz als industriepolitische Chance","IV. Komplementäre Maßnahmen"," Nationale und internationale Kooperationen induzieren","271"
"Viertes KapitelKlimaschutz als industriepolitische Chance","V. Fazit"," ","272"
"Fünftes KapitelProduktivitätswachstum durch Innovation: Digitalisierung vorantreiben"," "," ","284"
"Fünftes KapitelProduktivitätswachstum durch Innovation: Digitalisierung vorantreiben","I. Produktivitätswachstum durch Innovation"," ","286"
"Fünftes KapitelProduktivitätswachstum durch Innovation: Digitalisierung vorantreiben","I. Produktivitätswachstum durch Innovation"," Wachstumsmotor Produktivität","287"
"Fünftes KapitelProduktivitätswachstum durch Innovation: Digitalisierung vorantreiben","I. Produktivitätswachstum durch Innovation"," TFP-Wachstum als Maß des technologischen Fortschritts","288"
"Fünftes KapitelProduktivitätswachstum durch Innovation: Digitalisierung vorantreiben","I. Produktivitätswachstum durch Innovation"," Innovationen und deren Diffusion","289"
"Fünftes KapitelProduktivitätswachstum durch Innovation: Digitalisierung vorantreiben","II. Die Bedeutung der einzelnen Akteure im deutschen Innovationssystem"," ","290"
"Fünftes KapitelProduktivitätswachstum durch Innovation: Digitalisierung vorantreiben","II. Die Bedeutung der einzelnen Akteure im deutschen Innovationssystem","1. Forschung und Entwicklung in öffentlichen Forschungseinrichtungen","291"
"Fünftes KapitelProduktivitätswachstum durch Innovation: Digitalisierung vorantreiben","II. Die Bedeutung der einzelnen Akteure im deutschen Innovationssystem","2. Innovationstätigkeit in Unternehmen","294"
"Fünftes KapitelProduktivitätswachstum durch Innovation: Digitalisierung vorantreiben","II. Die Bedeutung der einzelnen Akteure im deutschen Innovationssystem"," Die Rolle von KMU und Großunternehmen im Innovationsprozess","295"
"Fünftes KapitelProduktivitätswachstum durch Innovation: Digitalisierung vorantreiben","II. Die Bedeutung der einzelnen Akteure im deutschen Innovationssystem"," Innovationsaktivitäten deutscher KMU im europäischen Vergleich","296"
"Fünftes KapitelProduktivitätswachstum durch Innovation: Digitalisierung vorantreiben","II. Die Bedeutung der einzelnen Akteure im deutschen Innovationssystem"," Humankapital als Voraussetzung für Innovationen in Unternehmen","300"
