"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Zur Konjunkturlage"," "," ","1"
"Erstes Kapitel: Zur Konjunkturlage","I. Überblick"," ","1"
"Erstes Kapitel: Zur Konjunkturlage","II. Der neue Aufschwung"," ","1"
"Erstes Kapitel: Zur Konjunkturlage","II. Der neue Aufschwung","Entscheidende Anregungen von den Konjunkturprogrammen","1"
"Erstes Kapitel: Zur Konjunkturlage","II. Der neue Aufschwung","Der Lageraufbau als Verstärker","1"
"Erstes Kapitel: Zur Konjunkturlage","II. Der neue Aufschwung","Verzögerter Lohn- und Preisanstieg","1"
"Erstes Kapitel: Zur Konjunkturlage","III. Ein neuer Konjunkturzyklus?"," ","1"
"Erstes Kapitel: Zur Konjunkturlage","IV. Produktion und Produktionspotential"," ","1"
"Erstes Kapitel: Zur Konjunkturlage","IV. Produktion und Produktionspotential","Sachkapazitäten und Auslastungsgrad","1"
"Erstes Kapitel: Zur Konjunkturlage","IV. Produktion und Produktionspotential","Arbeitskräftepotential und Beschäftigungsstand","1"
"Erstes Kapitel: Zur Konjunkturlage","IV. Produktion und Produktionspotential","Alters-, Berufs- und Regionalstruktur der Arbeitslosigkeit","1"
"Erstes Kapitel: Zur Konjunkturlage","IV. Produktion und Produktionspotential","Bevölkerung und Arbeitskräftepotential bis 1985","1"
"Erstes Kapitel: Zur Konjunkturlage","IV. Produktion und Produktionspotential","Arbeitsproduktivität","1"
"Erstes Kapitel: Zur Konjunkturlage","IV. Produktion und Produktionspotential","Der nichtausgenutzte Produktionsspielraum im Jahre 1968","1"
"Erstes Kapitel: Zur Konjunkturlage","V. Das außenwirtschaftliche Ungleichgewicht"," ","1"
"Erstes Kapitel: Zur Konjunkturlage","V. Das außenwirtschaftliche Ungleichgewicht","Der hohe Überschuss in der laufenden Rechnung","1"
"Erstes Kapitel: Zur Konjunkturlage","V. Das außenwirtschaftliche Ungleichgewicht","Labiler Kapitalexport","1"
"Erstes Kapitel: Zur Konjunkturlage","V. Das außenwirtschaftliche Ungleichgewicht","Unruhe im Weltwährungssystem","1"
"Erstes Kapitel: Zur Konjunkturlage","V. Das außenwirtschaftliche Ungleichgewicht","Weitgehend stabile Inlandspreise, steigende Auslandspreise","1"
"Erstes Kapitel: Zur Konjunkturlage","VI. Öffentliche Finanzen"," ","1"
"Erstes Kapitel: Zur Konjunkturlage","VI. Öffentliche Finanzen","Keine Expansionswirkung der öffentlichen Haushalte","1"
"Erstes Kapitel: Zur Konjunkturlage","VI. Öffentliche Finanzen","Öffentliche Investitionen unter der Zielprojektion","1"
