"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Die wirtschaftliche Lage"," "," ","21"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen"," ","21"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","I. Weltwirtschaft noch labil","21"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","H. Internationale Finanzmärkte - Spiegel weltwirtschaftlicher Probleme","23"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Hohe Zinsen in der Welt","23"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Die Verschuldungskrise","26"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Billigeres Öl, teurer Dollar","31"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","IH. Konjunktur in den westlichen Industrieländern uneinheitlich","33"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Vereinigte Staaten: Vorreiter der Belebung","33"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","Konjunktur in Europa: Weiterhin ohne Schwung","36"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","IV. Europäische Gemeinschaft: Lähmende Interessenkonflikte","43"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die Binnenkonjunktur 1983"," ","46"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die Binnenkonjunktur 1983","I. Überblick","46"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die Binnenkonjunktur 1983","11. Stärkere Auftriebskräfte im Innern ohne Antrieb von außen","48"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die Binnenkonjunktur 1983","Konjunkturstütze privater Verbrauch","54"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die Binnenkonjunktur 1983","Später Anstieg der Exporte","55"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die Binnenkonjunktur 1983","Staatliche Nachfrage im Zeichen weiterer Konsolidierung","57"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die Binnenkonjunktur 1983","Belebung der Produktion","58"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die Binnenkonjunktur 1983","Anhaltend schwaches Wachstum des Produktionspotentials","61"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die Binnenkonjunktur 1983","IH. Erste Anzeichen einer Belebung am Arbeitsmarkt","63"
