"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Die wirtschaftliche Lage"," "," ","27"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen"," ","27"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil A: Der internationale Rahmen","1. Überblick","27"
"Erstes Kapitel: Die wirtschaftliche Lage","II. Schwache Aufwärtsentwicklung in den Industrieländern"," ","30"
"Erstes Kapitel: Die wirtschaftliche Lage","II. Schwache Aufwärtsentwicklung in den Industrieländern","Nur langsame Belebung der Konjunktur in Amerika","30"
"Erstes Kapitel: Die wirtschaftliche Lage","II. Schwache Aufwärtsentwicklung in den Industrieländern","Schwächere Konjunktur in Ostasien","34"
"Erstes Kapitel: Die wirtschaftliche Lage","II. Schwache Aufwärtsentwicklung in den Industrieländern","Nur schleppende Konjunkturbelebung in Westeuropa","36"
"Erstes Kapitel: Die wirtschaftliche Lage","II. Schwache Aufwärtsentwicklung in den Industrieländern","Zunahme der Arbeitslosigkeit in den Industrieländern","41"
"Erstes Kapitel: Die wirtschaftliche Lage","II. Schwache Aufwärtsentwicklung in den Industrieländern","Abnehmender Inflationsdruck","44"
"Erstes Kapitel: Die wirtschaftliche Lage","II. Schwache Aufwärtsentwicklung in den Industrieländern","Risiken für den freien Welthandel","46"
"Erstes Kapitel: Die wirtschaftliche Lage","III. Mittel und Osteuropa: Umstellungsprozess dauert an, tiefe Anpassungskrise in Rußland"," ","53"
"Erstes Kapitel: Die wirtschaftliche Lage","III. Mittel und Osteuropa: Umstellungsprozess dauert an, tiefe Anpassungskrise in Rußland","Polen, Ungarn, Tschechoslowakei: Noch keine durchgreifende Aufwärtsentwicklung","54"
"Erstes Kapitel: Die wirtschaftliche Lage","III. Mittel und Osteuropa: Umstellungsprozess dauert an, tiefe Anpassungskrise in Rußland","Ausgangsbedingungen belasten Reformen in Rußland","59"
"Erstes Kapitel: Die wirtschaftliche Lage","IV. Mittel- und Osteuropa: Auswirkungen auf den deutschen Arbeitsmarkt"," ","65"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland"," ","67"
"Erstes Kapitel: Die wirtschaftliche Lage","Teil B: Die wirtschaftliche Entwicklung in Deutschland","1. Überblick","67"
"Erstes Kapitel: Die wirtschaftliche Lage","II. Stagnation in Westdeutschland"," ","71"
"Erstes Kapitel: Die wirtschaftliche Lage","II. Stagnation in Westdeutschland","Enttäuschte Exporterwartungen","71"
"Erstes Kapitel: Die wirtschaftliche Lage","II. Stagnation in Westdeutschland","Stagnierende Investitionstätigkeit in Westdeutschland","77"
"Erstes Kapitel: Die wirtschaftliche Lage","II. Stagnation in Westdeutschland","Bauinvestitionen: Nochmals hoher Zuwachs","80"
"Erstes Kapitel: Die wirtschaftliche Lage","II. Stagnation in Westdeutschland","Schwache Verbrauchskonjunktur - steigender Staatsverbrauch","81"
"Erstes Kapitel: Die wirtschaftliche Lage","II. Stagnation in Westdeutschland","Ende des Importsogs - aber weitere Passivierung der Leistungsbilanz","82"
"Erstes Kapitel: Die wirtschaftliche Lage","II. Stagnation in Westdeutschland","Gesamtwirtschaftliche Kapazitätsauslastung geht zurück","83"
"Erstes Kapitel: Die wirtschaftliche Lage","II. Stagnation in Westdeutschland","Unverminderter Preisauftrieb auf Verbraucherebene","84"
"Erstes Kapitel: Die wirtschaftliche Lage","III. Ostdeutsche Wirtschaft - Noch kein Durchbruch zu kräftiger Expansion"," ","86"
"Erstes Kapitel: Die wirtschaftliche Lage","III. Ostdeutsche Wirtschaft - Noch kein Durchbruch zu kräftiger Expansion","Differenzierte Entwicklung im Unternehmenssektor","86"
"Erstes Kapitel: Die wirtschaftliche Lage","III. Ostdeutsche Wirtschaft - Noch kein Durchbruch zu kräftiger Expansion","Deutliche Belebung der Investitionstätigkeit in Ostdeutschland","93"
"Erstes Kapitel: Die wirtschaftliche Lage","III. Ostdeutsche Wirtschaft - Noch kein Durchbruch zu kräftiger Expansion","Fortschritte im Aufbau des privaten Unternehmenssektors","95"
"Erstes Kapitel: Die wirtschaftliche Lage","III. Ostdeutsche Wirtschaft - Noch kein Durchbruch zu kräftiger Expansion","Hohe Einkommenssteigerungen stimulieren den Privaten Verbrauch","97"
"Erstes Kapitel: Die wirtschaftliche Lage","III. Ostdeutsche Wirtschaft - Noch kein Durchbruch zu kräftiger Expansion","Hohe Güterbezüge","100"
"Erstes Kapitel: Die wirtschaftliche Lage","IV. Konjunkturelle Abschwächung am Arbeitsmarkt in Westdeutschland - Noch keine Trendwende in Ostdeutschland"," ","101"
"Erstes Kapitel: Die wirtschaftliche Lage","IV. Konjunkturelle Abschwächung am Arbeitsmarkt in Westdeutschland - Noch keine Trendwende in Ostdeutschland","Hohe Tarifabschlüsse erzeugen Kostendruck","102"
"Erstes Kapitel: Die wirtschaftliche Lage","IV. Konjunkturelle Abschwächung am Arbeitsmarkt in Westdeutschland - Noch keine Trendwende in Ostdeutschland","Weiterer Anstieg der Arbeitseinkommensquote","112"
"Erstes Kapitel: Die wirtschaftliche Lage","IV. Konjunkturelle Abschwächung am Arbeitsmarkt in Westdeutschland - Noch keine Trendwende in Ostdeutschland","Ende der Beschäftigungsexpansion in Westdeutschland","113"
"Erstes Kapitel: Die wirtschaftliche Lage","IV. Konjunkturelle Abschwächung am Arbeitsmarkt in Westdeutschland - Noch keine Trendwende in Ostdeutschland","Wieder Zunahme der Arbeitslosigkeit in Westdeutschland","115"
"Erstes Kapitel: Die wirtschaftliche Lage","IV. Konjunkturelle Abschwächung am Arbeitsmarkt in Westdeutschland - Noch keine Trendwende in Ostdeutschland","Beschäftigungsabbau in Ostdeutschland deutlich verlangsamt","119"
"Erstes Kapitel: Die wirtschaftliche Lage","IV. Konjunkturelle Abschwächung am Arbeitsmarkt in Westdeutschland - Noch keine Trendwende in Ostdeutschland","Arbeitskräfteangebot in Ostdeutschland kaum noch rückläufig","120"
"Erstes Kapitel: Die wirtschaftliche Lage","IV. Konjunkturelle Abschwächung am Arbeitsmarkt in Westdeutschland - Noch keine Trendwende in Ostdeutschland","Arbeitsmarktpolitik fängt Unterbeschäftigung in den jungen Bundesländern auf","121"
"Erstes Kapitel: Die wirtschaftliche Lage","IV. Konjunkturelle Abschwächung am Arbeitsmarkt in Westdeutschland - Noch keine Trendwende in Ostdeutschland","Zur geplanten Einführung eines Arbeitszeitgesetzes","124"
"Erstes Kapitel: Die wirtschaftliche Lage","V. Geldpolitik: Übermäßige monetäre Expansion"," ","124"
"Erstes Kapitel: Die wirtschaftliche Lage","V. Geldpolitik: Übermäßige monetäre Expansion","Geldmengenwachstum überschreitet Zielvorgabe","124"
"Erstes Kapitel: Die wirtschaftliche Lage","V. Geldpolitik: Übermäßige monetäre Expansion","Zur Geldmarktsteuerung: Bis zum Sommer hohe Zinsen","131"
"Erstes Kapitel: Die wirtschaftliche Lage","V. Geldpolitik: Übermäßige monetäre Expansion","Finanzmärkte: Inverse Zinsstruktur, im Herbst abgeflacht","133"
"Erstes Kapitel: Die wirtschaftliche Lage","V. Geldpolitik: Übermäßige monetäre Expansion","Turbulenzen im Europäischen Währungssystem","135"
"Erstes Kapitel: Die wirtschaftliche Lage","VI. Finanzpolitik: Konsolidierung noch nicht auf den Weg gebracht"," ","139"
"Erstes Kapitel: Die wirtschaftliche Lage","VI. Finanzpolitik: Konsolidierung noch nicht auf den Weg gebracht","Bislang keine Revision der Ausgabenpolitik","141"
"Erstes Kapitel: Die wirtschaftliche Lage","VI. Finanzpolitik: Konsolidierung noch nicht auf den Weg gebracht","Kräftig sprudelnde Steuerquellen","146"
"Erstes Kapitel: Die wirtschaftliche Lage","VI. Finanzpolitik: Konsolidierung noch nicht auf den Weg gebracht","Öffentliche Haushalte mit sprunghaft gestiegenem Defizit","148"
"Erstes Kapitel: Die wirtschaftliche Lage","VI. Finanzpolitik: Konsolidierung noch nicht auf den Weg gebracht","Sozialversicherung erstmals wieder mit hohem Defizit","151"
